spotify_id,name,followers,popularity
6xRZoWlE9twEkMC5NW4Z9f,Hoang Ton,211166,48
3TAYxk5QBcHunmb0qkeTn2,Francesco Renga,578713,50
6xikG2kDoIZnB78TBPXlkj,Roll Rida,27802,38
0GujOnMiHdqIpHIDujIBIa,Yung Holliday,404,11
0rHtbK2pK4r67coo9EsT7D,Asa,14668,35
6wxfx1yhyqjCPYwwxJktR2,King Gnu,2399425,69
4sPOsh2DVuKAJWyWSQ3UyG,Rumbombe,904,46
0xW1QQBD5O09HptO2fEaI4,Naive New Beaters,44376,44
1PwYXOqnII5oWshOTTClma,Irene-Louise Van Wyk,25581,37
05GSra7vTwr8o54Brzp2nA,Helion,22770,55
6EG4aueDmBQiVMPfTDku3v,Rasskulz,3261,33
3ocjm34azq21UtebolrtKj,Ananda,14237,37
5pKCCKE2ajJHZ9KAiaK11H,Rihanna,50002769,87
66NweiA3nU84k1S3SZdTSG,Diomedes Diaz,3040408,61
1alkWV8ZyqvNk0bAVcwdZh,Moseek,8552,6
6eVWXmKBW7Iltub01D9R1c,Valerie Broussard,58105,57
2R0KuBcEcUp6thf2HHLElR,Daniel Munoz,6411,54
7FHGSpmUoIkL2hG6T0qvrJ,Ndarboy Genk,262227,56
41qfKbF6qreDxiWBmOX39N,Elai,30185,51
6C81vSMobAZUiEdCytgolI,Michael Bleu,1106,25
1ssrFpfMmM0vRx85eO2XKL,Fresh La Douille,117587,57
4TH4BHy0LdBi3dpBW4P2UX,R. City,128528,62
09TByg0w14pxR1ktq6DIt6,Seorsia,1308,2
4kt9gd5iP5WJmRQoR9Jpv8,Tato el X5,780,32
7gU9VyFRN3JWPJ5oHOil60,Tayc,1164248,72
6bebPrkEPr2xEkiHP3QkNT,Fréro Delavega,409505,51
1UeCN1pU8hen3I6SaGadBP,Hipnozcs,0,0
4OLKBgl5PdOOKUrCBGbWpa,Lrozen,1185,6
7CQwac16i1W5ej8YpuL3dv,Boyce Avenue,3041253,70
4c4TlVWGSvRk1mBfZdYsnX,Gamma1,88258,37
6b0elfFwHQHGkcNUs87yPD,Arrancandonga,10819,24
6C2dcLMiM7ReleaXaiHsw5,Gökhan Tepe,217230,44
1LVOxgnKHc1CWaiNoMuQ8s,6膠,6725,25
4uKgnZbfQdntYvL9j9hzeK,Abdelrahman Roshdy,12940,32
0bNuShWdfP24tL4HBoaVYB,معاذ الحربي,575,0
2S5hlvw4CMtMGswFtfdK15,Royal Blood,1461599,63
1ZcIMjx9kP46pUdFOdjWKQ,Abbot,105337,51
1MuQ2m2tg7naeRGAOxYZer,Luis Alberto Spinetta,702177,57
1fTPAgBH6gCQZU9bBWVaOf,I am Aisha,23996,40
2C4H20N3hFihVZ10N0UTwv,Kapuchino,37479,32
0bdJZl7TDeiymDYzMJnVh2,Preme,125377,61
5mZD78snaOoIJGOOFEbXFA,O-Pavee,88826,42
3zrUX1hQrUB9aXcOiyQLmN,Stanaj,59951,43
0vRvGUQVUjytro0xpb26bs,Arizona Zervas,684794,66
68tyBB9Nbu3qRYbFUvcCJK,Metha Zulia,5875,31
2SrSdSvpminqmStGELCSNd,Stormzy,2538292,71
0hYxQe3AK5jBPCr5MumLHD,Sugarland,1739406,59
4OxMKohjemdbOjJHVGoudN,Adam,12969,35
011bJBtG8SdkBqBiSpBllF,JEREMIAS,93350,58
6Htt1E5lJ37HjcEPsTdYPA,CanovA,2733,43
0J6FzqgnUITrdlvJW8R7w0,Jesse Kaikuranta,25842,35
5schNIzWdI9gJ1QRK8SBnc,Ben Howard,1941990,65
1LCPvGsQVJUQE8oyIRihHh,Cappa,10626,42
1nYAWraDzyys1GsAfqzj7q,MEG,282857,44
33CSqdyro89aOFiZb5fU5U,AlbertNbn,148104,46
10aqquITh9xMvNFTMZicY9,Anıl Durmuş,191418,50
7fMaGYPt2Za9wzgOWhWYG4,Lila,2089,22
2ISiyx4DLCMAMBCvPesCoq,JONY,997487,63
1CWwyDPjCowRTO4p6A7r6g,Mỹ Tâm,1950430,49
4xx3PjUWxXY0qEXUdDhrwx,Miss Bolivia,115041,40
66vIDuG9LDQ0LkmNFPrA25,Paulo Sousa,67708,29
5rRcnWrevHgbuWjl7Lhft7,Merk & Kremont,93529,48
73VKEgMtKpysM3ITNxkXDa,Navai,118414,38
5CoXKGQeOWgWi8koTZh07b,Capitão Fausto,59693,39
6G8cF1dY05cxy99pzEdGya,Djy Zan SA,38986,33
44IF5iKnm06JFziiLsHpyJ,QUIQUE,4781,48
1WPIzvlZTvCY0A1LmN0LvS,GrenBaud,19149,37
1rw8ZTLnDHd74TWDDukjVi,Conrad Sewell,106717,61
2t9yJDJIEtvPmr2iRIdqBf,Fink,303502,54
3eedpDhV8pocvTvTHLGq9R,Kargo,332134,52
25ZQbXxYqrsopuFrlEQ3Km,鄭可強,1526,25
00VUV8R7oHc6FSLFyNmwFa,Ahmed Al Maslawi,93910,31
6bDWAcdtVR3WHz2xtiIPUi,Fujii Kaze,973643,73
6msgKGzvt7rfLUZOdQ8p84,VenZy,6570,29
1RPkmmQvK1fU7Mm5EnF3tT,Achee Flips,3749,31
1aMt4A5jrQHxDYyC7rXgV0,Pol Granch,224614,67
2FXC3k01G6Gw61bmprjgqS,Hozier,5206690,76
0pWvpZONOvz4IWiVcKUsGb,Kadiah,241,16
6VNENoZhUeW7QMgHekaktJ,Mauton,2870,23
6EsCOzWimM6d3bNd7EXmYW,Astro'n'out,14312,27
3gPtUdMiLkJgmQIxFpEhAk,Jinho 9,5020,48
11Btx4OSslXiCuROmLwqgr,The Legendary Fruitman,8254,0
4ZidqjzzbUCLf9bY4o7CMM,Ninja,893,20
6zzBsqAEDo53s2dSeZzWvo,Erol Evgin,160737,50
0FRJ4d8qzn0TmKLZHc9etX,Mikaveli,3089,24
4pADjHPWyrlAF0FA7joK2H,Jay Sean,1597265,65
1iPKB0JFpcrkPkyof4pAdv,Durako,751,32
2zvJLk0gTH7r7A5Q6X5Bq8,Javed-Mohsin,123266,62
2eLrVxwm6t4QeaORq5w8VW,Grigory Leps,206365,49
5CytxM5GBfX3oxMW17FaOg,GRMV,12760,27
65ML8tZVfIo0B8qhbMZYWY,Slongs,6857,20
6F3vLfyutkUhpM50G84eMt,Endor,42340,57
1RCIKzPvfXe30EMhWOLin5,Estilo Libre,11618,21
0FRUZvZNPzM3YJMABJxf2K,WENDY,773208,54
0vEYOFlkqy2FUy1UOF7RiV,Chiquito Team Band,51727,42
6IdtcAwaNVAggwd6sCKgTI,Zoé,4360510,72
5wZoqr9DBLE7BYXUC1PhSs,AVIWKILA,338783,45
59ha4Qt5jtbrFQljKZrx8K,Victoria Nadine,10000,47
2PC0CLpUsoEQPNIZKg2ZX0,MC Bin Laden,914156,45
73LjFn4z6WTV7MevyPxrRc,Idir,112925,42
2rqtqFiCGyzaRSYdgMiMNC,18 Kilates,203308,52
7ge3QfYPMTjDbMoVLuuIuJ,Hef,163411,60
726tAAHoBnNpFvjHLZHsN4,Miszel,40818,61
3b2EtyaUc7tdthB9C8OLFK,"Paradise Hotel, Norway",244,1
0gE0oNSkOYxmocw3btSRcw,Osnat Paz,395,28
0XVAP17xehWKLmcb0DhtbZ,Ici c'est Paris,1423,46
20Bh4yKL5m0TFTTVmGZ3Fy,129,1191,33
5TvdGhdmRObqOkU6eGfXb5,Preston Pablo,7926,56
5N12NARVDJvkSSRye0G49M,Kidaki,11587,36
1JxwQiP9Jqnc5gBCb8A8LV,LeakyTunezNL,208,0
1IueXOQyABrMOprrzwQJWN,Sigala,1459781,73
5ClJtuiNlr83ua45Dvpcf7,Santiago Cruz,903002,58
2CFqJE8frrprksO7kFiLOg,Masiu,9648,28
5BwGhYFDQSAfXkSSFGAPkC,LaNuestra,18744,30
2LSPoJX1Dq6tl0Vbjw50HA,Damián V,744,0
5yES5e4EJpUB0tfmWi3eao,MC Rita,69162,44
4z48U0ddm5KpIJZyUaFbWw,Luna,97952,33
28gf2piFx6cAKOMIwcky5a,A-Lin,762355,56
1s5qi7koTDNSvEC71Y3Jg3,Temple Sour,89141,48
69qGwMEl0543V3j1GzuSPR,Dj Abux,6558,0
2IS6u5jUhxydkCuFZXKE3w,4tress,6715,35
4ME85YvMUi1hdqhbind7gy,Guru Josh Project,58109,56
2F7jyBFPwP1J8guQnTRaP7,Uniekgrace,1515,12
0ZxZlO7oWCSYMXhehpyMvE,COIN,556799,66
4IdDstOFVfpr5iLAezYLOw,Dj Coss,1620,25
6mfK6Q2tzLMEchAr0e9Uzu,Pereza,425948,57
1ZDu0fOcpCIjDwyl2cvk08,Vale pain,173992,63
0FsniWxk7B9Y5rOYxRrqiL,CRISPIE,2273,49
4UTEZqrPqLDOhBfraPNciJ,Daichi Miura,478434,51
6pJtVusNwj9OM7DNdVDMAS,Moroccan Music,151,0
5Gd0zpXWySJLdCZqH2nr8v,Julia In Red,3327,0
1hioeMAsVwJ3bvcb9lxBpB,D’MASIV,838325,58
1yq2JzsqbzFbJ1B7wGOXLc,Young Igi,643534,67
0SnyKkoyBaB2fG8IJH4xmU,Los Piojos,979398,60
5lHRUCqkQZCIWeX7xG4sYT,Rich Homie Quan,2631061,64
5XABVWdxtyuupsE2YUGrma,Baghdad,12013,53
7zY0DMisq1oYXvNNgGwHBY,Juanfran,124998,56
69hwu8tXZg99O84g4mEK1c,4ternity,4450,5
62B2sz2W3zAcqGnlQtYTaO,Angelica Vale,12862,41
446PjJcM4m4WNaY1jUYvsP,N.A.I.P.,16984,21
5Ndcc8WEnR21TAxPAUG797,MEGA-Ertsi,1532,30
610mSNmaKYT5CWAdlpvbtg,曲肖冰,10662,37
6BvFTtDVQEeS6bFUbGcgP8,Emma Wu,3,0
0c58b8jAowBDyDUSgUdCrY,Lille Per,1342,28
1bycmYZBIFs1GndFBYtlSX,Shania Yan,38200,47
5dV5ckXSrDRtFhBCgAvHCy,Buunkin,351,10
3Bi8khcP6Fubv6L1Vk7wPe,COLLAR,1194,0
15dlO1Qk3oUYkGPyBW4eGi,Patrick Dorgan,6152,36
5rGgflnIpRNizTCozbYBuY,JONGHYUN,767543,51
5pTqt3f5wz7ZK0M11YUkFh,Malmö,239,3
53oE0nOoC4lJeqbG5Pjc5u,Näääk & Nimo,7284,29
5O46r5EwzdUL8RR1aM6yU2,Julio Melgar,873030,60
2XsHanVw1onfSpTECII15X,Kacperczyk,67771,59
6PJ95zje5jklTyUAfhhpXB,The 5 Love,28581,31
3r3Rkuc4jmZHXgchgaXwnv,Suzi,7,43
7jm6MsWHPzZETR9JkAVaQQ,Mocca,357039,49
11LbPHLi2sCqOVjknt0jmW,John Lundvik,25331,42
6p0woWDfWgd5EAX7HFzZ7d,DABOYWAY,63464,32
4jQ2HPv6WYCLHacxn8qzsP,Szabó Balázs Bandája,31310,33
1g9nyCbUH0kbNgXAsw7tUB,Bankzitters,68568,52
6siCKQcv9mZOQRGPvee8Bp,Anson Kong 江𤒹生,85,0
3C3lXCQIV1vG5SHt8pB5lj,Rein Alexander,2190,15
4JreHVYyb6GqE2BU03Kx96,Dayme y El High,241451,52
5pm7mgIgtiIhsvhqY8yfaE,Ddhear,5616,5
3mlNO7nX9wkXiB3kw7oExM,Ulrik Munther,76295,44
1PugRwcQ0OZCWKpwDv7qW7,Ester Peony,1965,37
15LZyW96TXq91lUBjMHQok,Squidji,51664,50
6wMnkPepu5AcV3w9rtIw09,Spanker,48241,41
4tMm1dU6Gn04VAZ9ClHcIZ,Jacquees,2227161,66
29PgYEggDV3cDP9QYTogwv,Carolina Gaitán - La Gaita,45374,63
7yLOR62W5h5j5Y4M8nHnAY,fuse.,457,37
3AA28KZvwAUcZuOKwyblJQ,Gorillaz,9241116,80
0TMvoNR0AIJV138mHY6jdE,sanah,1528497,69
0QDlkRZ349RXtT5XcwcLRP,DizzyTooSkinny,106334,41
3vskr7Z0TqgoYUi1iLnhy8,Jasmine V,80537,30
16Z8TUYeqzVd82zjNPaZOZ,Stayleave,2194,22
1BYFmBdL7bfUFuNrwzvAw0,Jasmin,41,33
2msPoIYdnKVeuOOM960FC2,Sofia Karlberg,244796,54
0aKXalHKVzkLJ6aeUY3HMf,Outsiders,49113,59
6q1sTU51oryTTcWTPTd0VC,BEGE,649884,67
0rHmlPHC63IGBTrtQEdDw6,Barış Akarsu,663139,53
2Ev0e8GUIX4u7d9etNLTXg,Jim Reeves,376564,54
750f5Yoi20mYBe2EoVqWiT,Los Jaivas,293489,52
6nS5roXSAGhTGr34W6n7Et,Disclosure,2057222,73
3CAhiUHkUYT1mFtVHM9SHA,Valentín Elizalde,2423813,68
5VJN4jB6PqqEg4kJiAj6Eu,Renée Elise Goldsberry,27890,60
20YgkcdoiKacX4Q9CuqM6X,El Alfa & Yomel,3,0
062wPuKbdxVkXURZqv0Pgj,DJ Wich,68750,46
5jAMCwdNHWr7JThxtMuEyy,NOTD,243925,67
1QexdJFYGyxdBlEpDSy0d4,Nane,517834,55
5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,2314833,75
6p0HFtE6QhdHNY1H4Nk0mo,Maddi Jane,80754,36
4RjamFQJNT8nVbTKXJDJgv,Kalimba,1851845,60
64aJYyrXljOodnUG6jvhRD,DJ Luian,1622539,75
3WnmyxLdTHKN83h75tcb8P,Anis Don Demina,47630,46
3lva01D3HtmlEKjuxAZ7bC,Justin Lo,86059,47
6jU2Tt13MmXYk0ZBv1KmfO,Giorgio Moroder,207371,52
19HFRWmRCl27kTk6LeqAO8,MORTEN,75725,63
6igLFRJLPsYcxcaV9PHRHO,Øystein Hegvik,4106,30
50JJSqHUf2RQ9xsHs0KMHg,Jon Bellion,1313678,67
2YquYFTCdzTnrcxZzzrNbj,Majid Almohandis,651725,41
5io96qFvFJevk6P5NSM2pq,"Dawid, Artysta",12886,56
2bno8n7e57sY3zRQw03YoV,Ryan Blyth,7677,38
3rp4f58JlRHkk8hpdLCer1,Videoclub,404168,58
1YdwqUBuWmrQUCWhY8mkmm,Sofia Zida,453,21
7hJpyuLhmpawafcRfxUnlT,Bibič,23139,55
4LFOoXhMhnq9U8VsZkSwxl,Edwin Luna y La Trakalosa de Monterrey,3126707,66
0NGAZxHanS9e0iNHpR8f2W,Alok,11765605,79
4UwArHrn7xxZleV0q6OzwI,staplegun,2259,52
2a76fsDcTl6A43zwaFNPr4,Jane Bordeaux,116704,45
223shoqJ9oge1jE0QKyV1K,Nutcase22,14455,48
0a3zDmrvmZcORfPeONPvfL,Rauf & Faik,1166857,62
1qoJTYkRvsRJMTOxnUnpNW,Papichamp,201279,56
006tZFhxIp3ESU8S6094tt,Frijo,51,0
0xcSCzG87AgHso0rLl4die,Saia Rodada,808665,25
6mdiAmATAx73kdxrNrnlao,Iron Maiden,7696604,74
5GW6mkkkr81BXs9CRSTfld,Drezded,0,0
4M9ygAKfhG6nl64eiF60mY,Buka / Rahim,2031,4
2WBWT3U7OrHDODuZo8n5ee,Morten Hampenberg,1789,28
4dH9LSAJfj9mB1hXxUaMJx,Subyub Lee,6338,24
3cMEiDsx9VpGvF71hUGswS,Eddie Meduza,158230,53
47jBQjRmURjRn3XfLIaHvV,Pornofilmy,345953,50
4uoz4FUMvpeyGClFTTDBsD,Ricardo Montaner,5202444,69
2K5ujJoG9L4INBflflfxtk,Clicherik & Mäx,3605,29
4MqwKMTH54nozQRd9TTUYe,Tie Geresni,2063,0
2gJqa0PdfSuLpoQlWAIAzn,Ezra Vine,18768,40
49HZC2zYLcNT1zUB3YFAWJ,Diegopericles,13,0
4W8rZE5abmWgUcnx8TDkf0,SKII6,1947,28
67Mhy1xKP0Cp5Af1q9oYsS,His Kings,63,0
3yKO4z2CeXv9sxD1zSw0Sg,Riff Cohen,37060,33
0L3wrFI3QcbXAvFL7IaPQX,Güneş,170868,68
1SykQGBiBwkQ1fcGpJ1BJt,Los Tipitos,448437,53
6WeDO4GynFmK4OxwkBzMW8,The Black Skirts,226385,58
5h7CM1X0fjCnsSvwaSQjB0,Konyha,13389,36
7tyrh2CwSnilzMD8olQxcx,LUCKY TAPES,175613,45
5PLCJ2Wlc2BV0d4gCYdRTc,Mikael,31643,46
5cQvE5Nbe3cnvSTDCSHvnQ,Silvy,1447,17
5rIhaCHkbFVvLJpKHWwOJD,Charles & Eddie,18647,51
0ksX396B3t2Gt8kwr0BJZk,Fumez The Engineer,362105,66
24cfbVwxR4nu3hV9SO4a50,Iha Just Imus,4075,31
72BTmmAO3QfETWlFjwjfJ1,Human Nature,61590,41
1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,10363452,76
3paGCCtX1Xr4Gx53mSeZuQ,NCT U,3675120,64
14DnMswKGQIr7vgwyiiLKI,Remis Retro,4260,33
3VhdRFPzyb8huDuJkxpLFa,Bianca Ingrosso,6810,36
1ZiHyIwhkoDelFpp19W2Fb,Gert Verhulst,3347,30
6IFL211nZF4xuxG0u8G6HH,Kezzo,175153,43
395Z91yDQ05pkMbRKik18y,Franz Xaver Gruber,1364,28
5rp4jlQq85cE30TVO7uYVm,JWolfy,442,12
6TqQLejnHXMGr7KcegxUND,The Miracles,334655,48
72psY0qma8uEbuSXL8LtT5,Buzz,8907,34
5Lj3Ur8V8trNWc63SjutxU,frxzen,3354,52
2P87oRX5tCFl1PYQRbPCPD,Admiral P,90322,43
2N2EFVDEbp2JB8ulEUVIxp,Violent Soho,165358,48
01Ppu7N8uYJI8SAONo2YZA,Melissa Etheridge,393987,53
6VSZeMeJlVPGoR2nfB6UxD,Douwe Bob,69830,45
32zks9ovi0IExzUd1C7W6o,Steven Tyler,81719,43
4fLCFZWbgAALL8veJBj8lX,Sto zvířat,46297,43
6tuPdaFPIytg3l2f51L7Hw,Ziggy Alberts,331300,61
7ttdhAuwRlmHaRDUU4WRk2,黃劍文,1660,20
5kQGFREO5FzMBMsAO3cEtj,Flogging Molly,604377,56
6sEgMZsruguWlnwVdiz4IX,Midnight Meetings,17180,28
2f1Czzz5n4BX80U6cksGr9,Kabát,402877,55
0pcoadNMmvrUyab1RxWBoV,MC Hariel,3458372,74
3cI6oSkDCirRNVAgBsGJyB,No Money Enterprise,22454,42
2tdief92DCo0dq3uz28kSE,Henriguez,571,30
2dyCbip3jAVmQNAs7Sg8Y9,Vionita,14469,51
3MdXrJWsbVzdn6fe5JYkSQ,Latto,874990,73
5VkemxUDiz46ZHPdvh0LX0,ICO,191142,50
7KfgG2lUixN1kil22lI4AV,Operación Triunfo 2017,152273,28
47izDDvtOxxz3FzHYuUptd,McFly,433427,56
4KXp3xtaz1wWXnu5u34eVX,kent,457646,56
0ZzYDST6Dib7iYd8hmcLcH,M2M,383755,52
4TtHWUNqH65KPY075VxsmD,Magni,1142,25
1mcqfNCReSFxun2vIWvC28,KZ Tandingan,827901,54
2Yv0nlRtzgPl6u0dsS2hFv,Paloalto,40326,47
6QMABvTzixnxzsLYyhqRxI,Majestic,45881,65
5iJuniDT0LFzXnMoLI1YFV,Seyed,72250,40
1oiZoULxUJDYGOKMgVefP4,Morandi,41942,44
0m9MAAgz9T6xxgVvtDxsNv,Kwaaivines,1338,22
3gkKCZqauXTnhJNSEcw55T,Leis,600,25
1qUjOF5fzrpoNycD36b2jZ,Nate Ruess,219123,63
0yAUtLRMEcXNoj53IUJSSR,Paulina,3766,32
0MjMlJw6pfcaeDeVbhQgLC,Musta Barbaari,5496,31
45FQfgBXKsdtElNqmKeJTC,Mef,18625,39
2eqoJbzUGDwys5ENUkbT3h,J.I the Prince of N.Y,775399,62
0tzZMLekUKzwIQxIPi0DMh,Daughters of Reykjavík,12336,24
5keDbKEPwrbe36cPzRpzsK,Jane XØ,53137,35
6diRAnbJMBmn4MXIS4IHYk,Los Charros De Lumaco,213060,56
6acByqWJeuaM0TX5VoY6an,5MIINUST,36427,43
2qbEtwBVyobgpNP5KcHE9J,Pusho,609777,59
5AyfxAmyYZPtm96wbLvX6m,Luji 黃莉,139,0
13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,11299781,81
2uYWxilOVlUdk4oV9DvwqK,Mitski,3614696,79
6O9CY1n455nLD0MaIL23uP,ThereGoJo,909,8
2a0uxJgbvvIRI4GX8pYfcr,J Hus,941686,64
21spCy1ye5CTUhJofVHu0s,Come & C,893,14
23DYJsw4uSCguIqiTIDtcN,Southside,63794,60
2GwILMQr37VYZiTgC5fXUq,Nella Kharisma,2367804,49
2OWh9iyVeIqJm04kwcaArP,İdo Tatlıses,482463,56
2HbB4FfGWI8U5NsLgUZ5ao,Francuz Mordo,5994,38
1rfLW9kia7wkXY4RwLc0MD,Jack Perry,2663,24
4RYPZqrl8aSPj03WZkhmhi,MIRO KANTH,135,3
14u942JWc8Zz1O9M4z2WO1,Mocci,112019,46
3hID7iIoqNMVjcoTT616JY,Enyazs,3,0
5zEUGwAdlfTQqKplCJJuua,Jeroen Van Der Boom,75439,43
2TXF68WgfTZlipUvLBsQre,Jonathan Lee,180520,46
5zcIfMeh1fJySdYz6faU0k,Majeste,9884,45
0ummy7mVxCnl0t0ECYbjOm,SBM Starter,1917,0
5v8jlSmAQfrkTjAlpUfWtu,Perry Como,420969,56
72zZ87G4L9Lfx0mstygJVE,Kings,30713,47
1L8dHj74BnLILHGcwVWMVd,Huzz,37371,36
0oslLqFFiQGt023MVrPyhd,Tomer Yosef,46449,43
1Gu3ALcPEx3FFGAfAbqQvD,Banda do Mar,489035,46
0A0FS04o6zMoto8OKPsDwY,YG,2918600,75
5IVtctlj6lDungAekul6Ra,Sinterklaas Journaal,3605,5
387fj6TuPJ3y2H8ViAm6r0,Pietro Lombardi,452852,56
1WAB4gjjNfQpAgT5SoAbRE,ROCKET,195061,54
1E9CdVh2AXiQSm7aYg1mPP,Eis,4650,34
5qgCrzMzASs1YpEMSp7tGt,Rasmentalism,55199,39
0ghlgldX5Dd6720Q3qFyQB,TOMORROW X TOGETHER,6807293,77
0AglxiiP1X55pczgFkgdC4,Yulien Oviedo,17014,33
720fJ5sGqAOhvU2IUypqIr,Lennon & Maisy,113894,44
4TNVwxe6cso3F2sGxA2KLG,Ollie Gabriel,3496,31
4ehBGotbRDOgqcrUomjJyd,Lasse Lindh,24259,36
1cNPXWhKfjI0fT5EMCnamR,Dj Guuga,798081,65
3udlGv7o6NeUWRlRFGqPY9,Cristian,787086,61
0Mx74d4SO1SvC0odPIGBoZ,Cemre Solmaz,190590,26
3E33tPtYu9wX1t1cp8ELAW,Takida,277225,52
235Vf4hkmwvxjVEMuCbRxm,Rodrigo,1367748,59
4H5Eeyp0AbxXuJKbeuc1wx,Giao Linh,40068,24
30n00Uv6L35W9JEgPJb3Yr,มิกซ์ สหภาพ,44381,33
3IEvQoAohcGX7CdrbtIle7,Baby Rasta & Gringo,2749917,62
7sF6m3PpW6G6m6J2gzzmzM,U.S.A. For Africa,24873,48
2eHEzcBykQCBbtWvYLjHHE,Ben Haenow,86024,39
3cOaTgpdP001bZdGIJ05Xg,Remedee,2645,33
2BYegEOEQj3G3x6ltkFkZM,La Divaza,461149,27
4qIVPF0s71ZYW3qzhu5GkF,Kina,735467,68
2O6Fn6smW8hJ5x9rOUDPJc,VH (Vast & Hazy),53842,40
2PgOtERwe37cW1U9z7zAHb,Sam Bruno,11937,40
1RpT4SSsNAr0JaSvvwNkgh,Edurne,186514,48
6BwPEMtVSTNdZJv6m4BhiQ,Wanna One - Triple Position,30160,23
0w0hmDB0YcRG0sBXMPlTyU,Kyle Edwards;Chris Bevrly,0,0
5wf4ZQShaTNHAfKK96Y0aQ,Säde RNR,2561,32
7iuRuLgTKg109aMWFCa6Q0,Boris Laursen,561,7
75w2ZLXfBKCyJm9p37KKkq,Pato Siebenhaar,5381,16
3rRfC7TqmIAjmSxLcadqe1,Aaron Yan,40083,37
5pVRwX5ZQR7hfJ18w8ZYkl,Ufo361,1852413,70
5gOJTI4TusSENizxhcG7jB,David Bisbal,4075210,70
3ebOqZZsLCDAkLS6QdI8cc,Fabrizio Moro,602278,53
0JTMRuiDzOCjWuYtWMgv2s,Haloo Helsinki!,192314,56
1d92TTBgMj3vqtOs8DQ499,Satin Circus,3501,9
1zmmIiBBODh2QxbdUqYbdU,The Blockparty,7364,41
33C4AU4c2IauaxKwEqyaEQ,"音阙诗听, 赵方婧",90,0
24vVeUpapjqR73YPFNdwiL,SYNTHKARTELL,324,20
0cw3wLz2S9ryZXmL0vWWQF,Cabron,49742,37
5N3AyFVEE8vJa7AZEl7nD3,Conjunto Rienda Real,30008,58
1ATDcv6wTF2U42HPB4qEFz,Nino Xypolitas,46842,38
5sy77gt4bfsLcSQ8GIe4ZZ,Alan Menken,99722,60
2FUHt23aPFLisAYXN73JMT,Badjer,115915,34
4y1WYK7TalJdUcCIR9sEue,19eighty7,459,24
4frHO7KPcfMjhnVdIMJ98c,Tarrus Riley,327868,58
1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,5774772,74
4tg590HGnXcYGfUEFptrlO,Luca Maris,3976,11
74VKtdiqmUGvy1MXU8cHBX,Maycon e Vinicius,90347,42
2mn602IBi2DIgqVl2vnam6,Raving George,23198,42
6Pm0wbsCPotfoZ7tdNO6Or,Martina Attili,44328,32
1HhXce8PpMmaKjBIWzAxWc,S-Crew,209944,62
1VZ1TofaV3kj90QJSdg6NG,Ivan Dorn,209754,45
2SCRrSkAkIVnZYJGPhsoN7,GMG,8675,51
1gv2UQ0PpCHGnS1ozjAiHf,Intiaanikesä,2656,38
1UtaXKnNyKhj0efXu2rD5t,Eugenio In Via Di Gioia,96243,45
2BBnFUgIaLHqoRYPfshoPb,Marwan Moussa,693449,56
6OwKE9Ez6ALxpTaKcT5ayv,AKMU,1223454,58
1yNjtowTJs05S2Xp2g7stg,Freak D,48159,44
6ZAqshVbKxeUR6R3F8Nb7h,Can Oflaz,82663,35
35UUUH8eyqBKGB8iS2eXz2,Jestinna Kuan,419,18
6Je1GWROutRKp3J1Kxi0Gl,DJ Alex BNH,17565,51
4NblOMEOWHZuq59XaO8OOt,Greg June,1596,24
3XxNRirzbjfLdDli06zMaB,Eyedress,879881,72
2DNe29u3NiB7u8k8RS5IuD,Ekin Cheng,89533,45
2tNnhfyBpjjEQEZywjlsCb,Sanne Salomonsen,53968,41
2m1l9MLSslzup4vvokKgvQ,Villagers,219990,55
00w9sdZ78mWArooTmiSTld,Umberto Tozzi,286581,57
1eFYCrnsw8F26Wp5CTUxB3,FATMAN,47824,37
7x6oYcgKSSPDKWxSJonhVl,Los Guaraguao,9782,28
3jS58yKkLzOd8S8IHyCsEm,Panther Chan,30265,46
7tmMPdOmFvdRvbj2aWoiRi,Jovanotti,2290094,65
61EmiU0aHTJTACl7pRoxd8,Ofek Hamalach,25039,30
3Ai9vPDuBVLSlRdeLoOaYn,WhyBaby?,30838,40
1pXX6uuufA0Zrk4Ksuh4nv,Jus2,352389,39
1mBydYMVBECdDmMfE2sEUO,Sachin-Jigar,1164511,69
2X2OaPjiLVmwNtnldiUcyS,Daj To Głośniej,24482,44
3tVQdUvClmAT7URs9V3rsp,Wizkid,2618610,76
5U2TzkbKD84n8gHhZtL3Ui,Daniela Rathana,14220,49
0UynCrXEGs1V9SIJrvjqMT,Elizabeth Banks,797,29
1XavfPKBpNjkOfxHINlMHF,Joeboy,861333,60
2Z7XpwcKmrsYyXZw1SqyZ7,Los Vikings 5,73174,48
1U3m2ZaxxYMDuF5AMf84bD,Serhat,1936,33
1VJ0briNOlXRtJUAzoUJdt,FISHER,675394,69
4StKCngkSnvEqzfbijtykp,Rari Boys,695,10
7vsHwzX51HutOI0wfI1kix,SK GoldenBoy,2154,37
4tgxFlmtGx08MtTKWeqEuR,Amitabh Bachchan,1157053,54
4EyhwDFo0iKdv2nMUM4m1Q,Sean Banan,165051,40
3Fe3pszR2t4TOBVz41B1WR,The Oh Hellos,346372,61
4hadtPX6kKntrnA87Zdy01,Scott Storch,11910,46
